Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Revenue,Cost,Profit
ORD-2026-1229,2026-04-24,CUST-134,Desk Lamp,Furniture,North,2,212.72,0.0,425.45,276.54,148.91
ORD-2026-1230,2026-05-24,CUST-212,Smartphone,Electronics,East,2,772.8,0.25,1159.2,1112.83,46.37
ORD-2026-1231,2026-04-01,CUST-242,Laptop,Electronics,North,1,607.04,0.25,455.28,437.07,18.21
ORD-2026-1232,2026-04-14,CUST-263,Smartwatch,Electronics,West,1,662.18,0.35,430.42,476.77,-46.35
ORD-2026-1233,2026-03-30,CUST-103,Bookshelf,Furniture,North,2,260.42,0.0,520.84,338.55,182.29
ORD-2026-1234,2026-02-05,CUST-272,Standing Desk,Furniture,South,2,283.18,0.15,481.41,368.13,113.28
ORD-2026-1235,2026-05-11,CUST-218,Ergonomic Chair,Furniture,West,2,273.35,0.0,546.71,355.36,191.35
ORD-2026-1236,2026-02-20,CUST-283,Desk Organizer,Office Supplies,East,3,12.51,0.0,37.53,24.39,13.14
ORD-2026-1237,2026-01-05,CUST-152,Smartwatch,Electronics,West,3,471.04,0.0,1413.13,1017.45,395.68
ORD-2026-1238,2026-04-27,CUST-118,Notebook,Office Supplies,East,6,58.95,0.0,353.69,229.9,123.79
ORD-2026-1239,2026-02-01,CUST-299,Standing Desk,Furniture,North,2,346.32,0.0,692.65,450.22,242.43
ORD-2026-1240,2026-06-19,CUST-251,Desk Lamp,Furniture,East,2,169.51,0.15,288.18,220.37,67.81
ORD-2026-1241,2026-06-21,CUST-258,Laptop,Electronics,South,2,216.73,0.25,325.09,312.08,13.01
ORD-2026-1242,2026-06-14,CUST-178,Laptop,Electronics,West,1,596.45,0.35,387.69,429.44,-41.75
ORD-2026-1243,2026-03-08,CUST-149,Smartphone,Electronics,South,1,187.48,0.0,187.48,134.99,52.49
ORD-2026-1244,2026-01-03,CUST-220,Standing Desk,Furniture,North,1,354.13,0.15,301.01,230.18,70.83
ORD-2026-1245,2026-06-17,CUST-242,Wireless Headphones,Electronics,East,4,691.46,0.35,1797.78,1991.39,-193.61
ORD-2026-1246,2026-03-19,CUST-244,Binder Clip Pack,Office Supplies,West,13,28.87,0.0,375.26,243.92,131.34
ORD-2026-1247,2026-06-23,CUST-237,Standing Desk,Furniture,East,1,424.16,0.1,381.74,275.7,106.04
ORD-2026-1248,2026-06-23,CUST-110,Smartphone,Electronics,East,1,560.15,0.15,476.13,403.31,72.82
ORD-2026-1249,2026-06-03,CUST-239,Binder Clip Pack,Office Supplies,West,5,23.45,0.0,117.24,76.21,41.03
ORD-2026-1250,2026-02-23,CUST-198,Notebook,Office Supplies,South,13,57.84,0.05,714.32,488.75,225.57
ORD-2026-1251,2026-03-11,CUST-112,Standing Desk,Furniture,East,1,365.19,0.0,365.19,237.37,127.82
ORD-2026-1252,2026-06-03,CUST-153,Ergonomic Chair,Furniture,South,1,346.27,0.1,311.64,225.08,86.56
ORD-2026-1253,2026-02-27,CUST-107,Notebook,Office Supplies,East,14,47.7,0.0,667.82,434.08,233.74
ORD-2026-1254,2026-01-31,CUST-153,Standing Desk,Furniture,East,1,440.6,0.1,396.54,286.39,110.15
ORD-2026-1255,2026-04-11,CUST-217,Smartwatch,Electronics,North,5,151.21,0.15,642.65,544.36,98.29
ORD-2026-1256,2026-06-18,CUST-123,Notebook,Office Supplies,North,14,51.77,0.0,724.84,471.15,253.69
ORD-2026-1257,2026-05-06,CUST-201,Notebook,Office Supplies,North,10,30.68,0.0,306.82,199.43,107.39
ORD-2026-1258,2026-04-13,CUST-287,Standing Desk,Furniture,North,1,348.2,0.15,295.97,226.33,69.64
ORD-2026-1259,2026-01-18,CUST-285,Smartphone,Electronics,South,1,769.19,0.0,769.19,553.82,215.37
ORD-2026-1260,2026-04-21,CUST-233,Pen Set,Office Supplies,North,10,48.51,0.0,485.08,315.3,169.78
ORD-2026-1261,2026-06-28,CUST-156,Desk Lamp,Furniture,North,2,366.06,0.0,732.12,475.88,256.24
ORD-2026-1262,2026-01-26,CUST-210,Smartwatch,Electronics,East,5,680.41,0.1,3061.83,2449.46,612.37
ORD-2026-1263,2026-04-04,CUST-144,Desk Lamp,Furniture,West,1,369.78,0.0,369.78,240.36,129.42
ORD-2026-1264,2026-06-07,CUST-255,Smartwatch,Electronics,West,5,588.85,0.15,2502.6,2119.85,382.75
ORD-2026-1265,2026-05-14,CUST-218,Desk Lamp,Furniture,South,2,101.4,0.15,172.38,131.82,40.56
ORD-2026-1266,2026-05-06,CUST-116,Desk Organizer,Office Supplies,East,13,42.23,0.0,548.98,356.84,192.14
ORD-2026-1267,2026-05-07,CUST-144,Smartwatch,Electronics,East,1,710.83,0.35,462.04,511.8,-49.76
ORD-2026-1268,2026-03-06,CUST-164,Smartphone,Electronics,West,4,658.76,0.05,2503.31,1897.24,606.07
ORD-2026-1269,2026-02-22,CUST-273,Smartwatch,Electronics,South,1,729.98,0.05,693.48,525.59,167.89
ORD-2026-1270,2026-05-26,CUST-153,Smartphone,Electronics,West,1,449.24,0.25,336.93,323.45,13.48
ORD-2026-1271,2026-05-26,CUST-145,Standing Desk,Furniture,South,1,169.5,0.15,144.07,110.17,33.9
ORD-2026-1272,2026-06-06,CUST-102,Laptop,Electronics,West,2,622.12,0.15,1057.6,895.85,161.75
ORD-2026-1273,2026-06-14,CUST-174,Smartphone,Electronics,South,4,711.87,0.35,1850.88,2050.2,-199.32
ORD-2026-1274,2026-04-03,CUST-198,Binder Clip Pack,Office Supplies,South,10,42.96,0.0,429.56,279.21,150.35
ORD-2026-1275,2026-04-01,CUST-200,Desk Lamp,Furniture,East,1,443.02,0.0,443.02,287.96,155.06
ORD-2026-1276,2026-05-24,CUST-103,Bookshelf,Furniture,North,2,159.16,0.15,270.58,206.91,63.67
ORD-2026-1277,2026-04-27,CUST-179,Notebook,Office Supplies,West,12,57.19,0.0,686.22,446.04,240.18
ORD-2026-1278,2026-05-07,CUST-164,Binder Clip Pack,Office Supplies,South,5,52.71,0.0,263.56,171.31,92.25
ORD-2026-1279,2026-05-24,CUST-143,Ergonomic Chair,Furniture,North,2,289.08,0.15,491.44,375.8,115.64
ORD-2026-1280,2026-06-10,CUST-270,Laptop,Electronics,East,4,370.3,0.15,1259.03,1066.47,192.56
ORD-2026-1281,2026-03-02,CUST-254,Laptop,Electronics,South,3,828.43,0.0,2485.3,1789.42,695.88
ORD-2026-1282,2026-03-09,CUST-254,Wireless Headphones,Electronics,West,4,150.35,0.0,601.42,433.02,168.4
ORD-2026-1283,2026-01-17,CUST-247,Notebook,Office Supplies,North,2,48.05,0.0,96.1,62.46,33.64
ORD-2026-1284,2026-04-15,CUST-117,Binder Clip Pack,Office Supplies,North,11,32.22,0.0,354.4,230.36,124.04
ORD-2026-1285,2026-01-07,CUST-100,Notebook,Office Supplies,East,5,27.93,0.05,132.66,90.77,41.89
ORD-2026-1286,2026-03-25,CUST-204,Smartphone,Electronics,West,3,172.02,0.0,516.05,371.56,144.49
ORD-2026-1287,2026-04-08,CUST-167,Smartphone,Electronics,North,5,691.6,0.15,2939.31,2489.77,449.54
ORD-2026-1288,2026-02-21,CUST-208,Bookshelf,Furniture,East,2,238.18,0.15,404.9,309.63,95.27
ORD-2026-1289,2026-04-17,CUST-231,Wireless Headphones,Electronics,West,5,677.88,0.25,2542.04,2440.36,101.68
ORD-2026-1290,2026-01-06,CUST-211,Desk Organizer,Office Supplies,South,14,20.23,0.0,283.28,184.13,99.15
ORD-2026-1291,2026-01-07,CUST-114,Wireless Headphones,Electronics,North,3,658.83,0.0,1976.5,1423.08,553.42
ORD-2026-1292,2026-05-29,CUST-263,Notebook,Office Supplies,South,9,50.54,0.0,454.9,295.69,159.21
ORD-2026-1293,2026-03-06,CUST-280,Desk Lamp,Furniture,South,2,385.17,0.15,654.79,500.72,154.07
ORD-2026-1294,2026-01-23,CUST-156,Wireless Headphones,Electronics,West,5,463.46,0.05,2201.43,1668.46,532.97
ORD-2026-1295,2026-04-05,CUST-202,Desk Lamp,Furniture,South,2,100.21,0.0,200.43,130.28,70.15
ORD-2026-1296,2026-05-19,CUST-137,Smartphone,Electronics,South,4,702.07,0.35,1825.4,2021.98,-196.58
ORD-2026-1297,2026-02-08,CUST-129,Desk Lamp,Furniture,East,3,393.92,0.1,1063.58,768.14,295.44
ORD-2026-1298,2026-04-23,CUST-222,Smartphone,Electronics,North,1,301.06,0.25,225.8,216.76,9.04
ORD-2026-1299,2026-01-16,CUST-299,Desk Organizer,Office Supplies,West,6,47.71,0.0,286.27,186.08,100.19
ORD-2026-1300,2026-01-10,CUST-108,Bookshelf,Furniture,South,3,358.92,0.0,1076.75,699.89,376.86
ORD-2026-1301,2026-04-06,CUST-210,Smartwatch,Electronics,North,4,297.05,0.35,772.34,855.52,-83.18
ORD-2026-1302,2026-04-08,CUST-135,Ergonomic Chair,Furniture,East,3,368.87,0.1,995.95,719.3,276.65
ORD-2026-1303,2026-04-25,CUST-100,Binder Clip Pack,Office Supplies,West,8,44.86,0.0,358.88,233.27,125.61
ORD-2026-1304,2026-05-11,CUST-268,Laptop,Electronics,East,1,688.27,0.15,585.03,495.55,89.48
ORD-2026-1305,2026-06-25,CUST-162,Smartphone,Electronics,North,5,559.34,0.35,1817.84,2013.61,-195.77
ORD-2026-1306,2026-04-03,CUST-114,Desk Organizer,Office Supplies,East,2,57.35,0.0,114.71,74.56,40.15
ORD-2026-1307,2026-02-28,CUST-262,Desk Lamp,Furniture,East,3,222.21,0.1,599.97,433.31,166.66
ORD-2026-1308,2026-05-24,CUST-256,Laptop,Electronics,East,4,676.19,0.25,2028.57,1947.43,81.14
ORD-2026-1309,2026-02-18,CUST-126,Notebook,Office Supplies,South,6,37.04,0.0,222.22,144.44,77.78
ORD-2026-1310,2026-03-21,CUST-179,Desk Lamp,Furniture,North,3,376.0,0.15,958.8,733.2,225.6
ORD-2026-1311,2026-01-15,CUST-219,Laptop,Electronics,West,4,691.72,0.0,2766.89,1992.16,774.73
ORD-2026-1312,2026-01-05,CUST-213,Notebook,Office Supplies,East,9,22.52,0.05,192.57,131.76,60.81
ORD-2026-1313,2026-06-23,CUST-212,Binder Clip Pack,Office Supplies,East,9,22.38,0.0,201.38,130.9,70.48
ORD-2026-1314,2026-05-31,CUST-104,Smartphone,Electronics,South,1,354.54,0.35,230.45,255.27,-24.82
ORD-2026-1315,2026-05-06,CUST-211,Standing Desk,Furniture,East,1,171.44,0.0,171.44,111.44,60.0
ORD-2026-1316,2026-03-15,CUST-183,Laptop,Electronics,South,4,195.27,0.1,702.96,562.37,140.59
ORD-2026-1317,2026-02-01,CUST-247,Bookshelf,Furniture,North,2,368.97,0.1,664.15,479.66,184.49
ORD-2026-1318,2026-01-29,CUST-116,Laptop,Electronics,West,2,881.78,0.0,1763.57,1269.77,493.8
ORD-2026-1319,2026-02-15,CUST-268,Laptop,Electronics,North,5,472.88,0.0,2364.4,1702.37,662.03
ORD-2026-1320,2026-04-09,CUST-134,Smartphone,Electronics,South,2,296.37,0.25,444.55,426.77,17.78
ORD-2026-1321,2026-05-09,CUST-138,Smartwatch,Electronics,South,2,575.49,0.25,863.24,828.71,34.53
ORD-2026-1322,2026-04-29,CUST-183,Wireless Headphones,Electronics,West,4,318.02,0.25,954.07,915.9,38.17
ORD-2026-1323,2026-02-20,CUST-126,Laptop,Electronics,North,3,162.09,0.0,486.27,350.11,136.16
ORD-2026-1324,2026-06-21,CUST-101,Ergonomic Chair,Furniture,East,3,295.92,0.0,887.75,577.04,310.71
ORD-2026-1325,2026-05-13,CUST-249,Notebook,Office Supplies,North,6,32.45,0.05,184.99,126.57,58.42
ORD-2026-1326,2026-04-10,CUST-127,Notebook,Office Supplies,North,3,39.38,0.0,118.14,76.79,41.35
ORD-2026-1327,2026-04-21,CUST-263,Ergonomic Chair,Furniture,East,3,173.65,0.15,442.8,338.61,104.19
ORD-2026-1328,2026-03-17,CUST-213,Standing Desk,Furniture,North,2,328.81,0.0,657.62,427.45,230.17
ORD-2026-1329,2026-02-14,CUST-210,Standing Desk,Furniture,North,3,356.9,0.15,910.1,695.96,214.14
ORD-2026-1330,2026-03-06,CUST-116,Smartphone,Electronics,South,3,500.71,0.0,1502.12,1081.53,420.59
ORD-2026-1331,2026-05-17,CUST-250,Ergonomic Chair,Furniture,North,3,344.2,0.0,1032.6,671.19,361.41
ORD-2026-1332,2026-01-03,CUST-142,Smartwatch,Electronics,North,1,348.7,0.0,348.7,251.06,97.64
ORD-2026-1333,2026-01-21,CUST-115,Smartwatch,Electronics,South,2,489.82,0.0,979.63,705.33,274.3
ORD-2026-1334,2026-01-09,CUST-162,Smartwatch,Electronics,South,3,857.97,0.0,2573.91,1853.22,720.69
ORD-2026-1335,2026-01-08,CUST-107,Standing Desk,Furniture,South,3,270.04,0.1,729.1,526.57,202.53
ORD-2026-1336,2026-06-03,CUST-212,Laptop,Electronics,South,3,258.28,0.25,581.13,557.88,23.25
ORD-2026-1337,2026-05-07,CUST-101,Notebook,Office Supplies,West,9,43.32,0.0,389.91,253.44,136.47
ORD-2026-1338,2026-03-27,CUST-136,Bookshelf,Furniture,East,2,388.45,0.1,699.21,504.99,194.22
ORD-2026-1339,2026-01-18,CUST-103,Pen Set,Office Supplies,West,12,24.62,0.0,295.43,192.03,103.4
ORD-2026-1340,2026-03-30,CUST-102,Bookshelf,Furniture,North,3,261.71,0.0,785.12,510.33,274.79
ORD-2026-1341,2026-03-27,CUST-232,Standing Desk,Furniture,South,1,421.89,0.0,421.89,274.23,147.66
ORD-2026-1342,2026-02-01,CUST-182,Desk Organizer,Office Supplies,East,14,54.08,0.05,719.32,492.17,227.15
ORD-2026-1343,2026-03-20,CUST-122,Smartphone,Electronics,North,3,889.65,0.0,2668.95,1921.64,747.31
ORD-2026-1344,2026-03-13,CUST-145,Smartphone,Electronics,South,1,812.84,0.05,772.2,585.24,186.96
ORD-2026-1345,2026-04-21,CUST-138,Desk Organizer,Office Supplies,East,2,41.61,0.0,83.22,54.09,29.13
ORD-2026-1346,2026-04-25,CUST-138,Smartphone,Electronics,North,3,380.63,0.35,742.23,822.16,-79.93
ORD-2026-1347,2026-01-09,CUST-294,Laptop,Electronics,East,4,857.5,0.05,3258.5,2469.6,788.9
ORD-2026-1348,2026-03-09,CUST-259,Bookshelf,Furniture,East,1,139.34,0.0,139.34,90.57,48.77
ORD-2026-1349,2026-04-23,CUST-293,Bookshelf,Furniture,South,3,238.96,0.0,716.87,465.97,250.9
ORD-2026-1350,2026-04-01,CUST-225,Desk Lamp,Furniture,South,1,139.7,0.0,139.7,90.8,48.9
ORD-2026-1351,2026-06-04,CUST-261,Laptop,Electronics,West,4,202.7,0.25,608.1,583.78,24.32
ORD-2026-1352,2026-04-29,CUST-246,Desk Lamp,Furniture,South,3,141.76,0.0,425.29,276.44,148.85
ORD-2026-1353,2026-01-30,CUST-132,Laptop,Electronics,West,5,643.04,0.0,3215.2,2314.94,900.26
ORD-2026-1354,2026-01-13,CUST-277,Bookshelf,Furniture,East,2,232.39,0.0,464.78,302.11,162.67
ORD-2026-1355,2026-04-26,CUST-163,Smartphone,Electronics,West,5,537.21,0.25,2014.54,1933.96,80.58
ORD-2026-1356,2026-01-05,CUST-125,Binder Clip Pack,Office Supplies,North,8,44.6,0.0,356.83,231.94,124.89
ORD-2026-1357,2026-04-16,CUST-116,Binder Clip Pack,Office Supplies,East,2,57.57,0.0,115.14,74.84,40.3
ORD-2026-1358,2026-06-19,CUST-125,Binder Clip Pack,Office Supplies,South,6,38.03,0.0,228.2,148.33,79.87
ORD-2026-1359,2026-04-14,CUST-185,Smartphone,Electronics,East,1,580.41,0.25,435.31,417.9,17.41
ORD-2026-1360,2026-03-11,CUST-182,Binder Clip Pack,Office Supplies,North,8,24.28,0.0,194.2,126.23,67.97
ORD-2026-1361,2026-04-26,CUST-156,Notebook,Office Supplies,West,6,33.32,0.0,199.89,129.93,69.96
ORD-2026-1362,2026-03-24,CUST-284,Binder Clip Pack,Office Supplies,North,9,20.4,0.05,174.4,119.33,55.07
ORD-2026-1363,2026-04-09,CUST-176,Bookshelf,Furniture,North,1,319.88,0.0,319.88,207.92,111.96
ORD-2026-1364,2026-06-19,CUST-182,Binder Clip Pack,Office Supplies,North,11,57.13,0.0,628.4,408.46,219.94
ORD-2026-1365,2026-03-11,CUST-215,Laptop,Electronics,South,4,204.97,0.0,819.88,590.31,229.57
ORD-2026-1366,2026-06-23,CUST-148,Wireless Headphones,Electronics,East,3,128.49,0.35,250.55,277.53,-26.98
ORD-2026-1367,2026-06-12,CUST-157,Wireless Headphones,Electronics,West,1,629.96,0.25,472.47,453.57,18.9
ORD-2026-1368,2026-02-05,CUST-291,Notebook,Office Supplies,South,5,43.87,0.0,219.37,142.59,76.78
ORD-2026-1369,2026-01-13,CUST-244,Bookshelf,Furniture,North,2,152.14,0.1,273.85,197.78,76.07
ORD-2026-1370,2026-01-19,CUST-161,Wireless Headphones,Electronics,East,4,673.31,0.05,2558.56,1939.12,619.44
ORD-2026-1371,2026-01-04,CUST-286,Laptop,Electronics,South,3,720.22,0.0,2160.67,1555.68,604.99
ORD-2026-1372,2026-01-17,CUST-277,Pen Set,Office Supplies,West,2,35.35,0.0,70.71,45.96,24.75
ORD-2026-1373,2026-05-03,CUST-137,Laptop,Electronics,South,1,751.77,0.15,639.0,541.27,97.73
ORD-2026-1374,2026-01-13,CUST-255,Bookshelf,Furniture,West,1,315.46,0.1,283.91,205.05,78.86
ORD-2026-1375,2026-02-27,CUST-280,Standing Desk,Furniture,North,2,300.26,0.0,600.52,390.34,210.18
ORD-2026-1376,2026-06-02,CUST-200,Desk Organizer,Office Supplies,South,9,59.17,0.0,532.49,346.12,186.37
ORD-2026-1377,2026-01-05,CUST-224,Ergonomic Chair,Furniture,South,3,91.53,0.0,274.58,178.48,96.1
ORD-2026-1378,2026-05-27,CUST-155,Binder Clip Pack,Office Supplies,West,3,41.5,0.0,124.51,80.93,43.58
ORD-2026-1379,2026-02-20,CUST-101,Smartwatch,Electronics,South,5,870.77,0.05,4136.15,3134.76,1001.39
ORD-2026-1380,2026-01-22,CUST-142,Ergonomic Chair,Furniture,East,3,104.88,0.15,267.45,204.52,62.93
ORD-2026-1381,2026-05-06,CUST-194,Binder Clip Pack,Office Supplies,West,14,52.9,0.0,740.62,481.4,259.22
ORD-2026-1382,2026-04-24,CUST-281,Smartphone,Electronics,South,3,753.52,0.25,1695.42,1627.6,67.82
ORD-2026-1383,2026-06-07,CUST-251,Bookshelf,Furniture,North,2,195.51,0.0,391.03,254.17,136.86
ORD-2026-1384,2026-05-13,CUST-102,Desk Lamp,Furniture,South,3,129.08,0.0,387.24,251.71,135.53
ORD-2026-1385,2026-05-25,CUST-118,Ergonomic Chair,Furniture,South,1,224.52,0.1,202.07,145.94,56.13
ORD-2026-1386,2026-02-20,CUST-238,Standing Desk,Furniture,North,3,294.17,0.15,750.13,573.63,176.5
ORD-2026-1387,2026-02-01,CUST-111,Binder Clip Pack,Office Supplies,East,6,41.65,0.05,237.42,162.45,74.97
ORD-2026-1388,2026-05-16,CUST-131,Standing Desk,Furniture,West,1,344.59,0.1,310.13,223.98,86.15
ORD-2026-1389,2026-05-26,CUST-271,Standing Desk,Furniture,South,3,399.55,0.15,1018.84,779.12,239.72
ORD-2026-1390,2026-06-28,CUST-182,Ergonomic Chair,Furniture,East,2,440.47,0.0,880.94,572.61,308.33
ORD-2026-1391,2026-03-16,CUST-274,Bookshelf,Furniture,East,2,146.36,0.0,292.72,190.27,102.45
ORD-2026-1392,2026-03-08,CUST-142,Standing Desk,Furniture,North,1,87.08,0.1,78.37,56.6,21.77
ORD-2026-1393,2026-05-20,CUST-189,Desk Lamp,Furniture,West,3,435.54,0.1,1175.96,849.3,326.66
ORD-2026-1394,2026-03-03,CUST-125,Ergonomic Chair,Furniture,East,2,388.5,0.15,660.46,505.06,155.4
ORD-2026-1395,2026-06-17,CUST-257,Desk Lamp,Furniture,South,1,99.24,0.0,99.24,64.51,34.73
ORD-2026-1396,2026-06-04,CUST-144,Desk Organizer,Office Supplies,West,12,54.15,0.0,649.75,422.34,227.41
ORD-2026-1397,2026-03-19,CUST-172,Desk Organizer,Office Supplies,North,9,46.87,0.05,400.75,274.2,126.55
ORD-2026-1398,2026-05-16,CUST-194,Desk Organizer,Office Supplies,North,8,44.56,0.0,356.48,231.71,124.77
ORD-2026-1399,2026-05-16,CUST-116,Pen Set,Office Supplies,South,8,13.35,0.0,106.81,69.43,37.38
ORD-2026-1400,2026-01-19,CUST-207,Pen Set,Office Supplies,South,3,37.59,0.0,112.78,73.31,39.47
ORD-2026-1401,2026-06-12,CUST-114,Wireless Headphones,Electronics,South,2,299.18,0.15,508.6,430.81,77.79
ORD-2026-1402,2026-04-01,CUST-203,Wireless Headphones,Electronics,West,4,231.91,0.15,788.49,667.9,120.59
ORD-2026-1403,2026-05-29,CUST-127,Smartwatch,Electronics,North,4,275.52,0.35,716.37,793.51,-77.14
ORD-2026-1404,2026-02-27,CUST-181,Smartphone,Electronics,South,2,930.3,0.05,1767.57,1339.63,427.94
ORD-2026-1405,2026-06-11,CUST-110,Wireless Headphones,Electronics,West,2,301.02,0.35,391.32,433.46,-42.14
ORD-2026-1406,2026-03-12,CUST-251,Desk Lamp,Furniture,North,2,257.04,0.1,462.68,334.16,128.52
ORD-2026-1407,2026-01-02,CUST-156,Desk Lamp,Furniture,North,1,403.9,0.0,403.9,262.53,141.37
ORD-2026-1408,2026-06-12,CUST-117,Ergonomic Chair,Furniture,South,1,249.62,0.0,249.62,162.25,87.37
ORD-2026-1409,2026-01-17,CUST-266,Desk Lamp,Furniture,East,3,153.72,0.1,415.04,299.75,115.29
ORD-2026-1410,2026-02-27,CUST-176,Desk Lamp,Furniture,West,3,217.44,0.1,587.1,424.01,163.09
ORD-2026-1411,2026-06-21,CUST-147,Bookshelf,Furniture,East,3,334.2,0.0,1002.61,651.7,350.91
ORD-2026-1412,2026-06-21,CUST-208,Bookshelf,Furniture,East,2,233.97,0.15,397.76,304.17,93.59
ORD-2026-1413,2026-04-14,CUST-194,Notebook,Office Supplies,South,13,46.81,0.0,608.56,395.56,213.0
ORD-2026-1414,2026-04-24,CUST-265,Desk Lamp,Furniture,East,3,217.7,0.0,653.11,424.52,228.59
ORD-2026-1415,2026-03-22,CUST-249,Notebook,Office Supplies,North,14,20.94,0.0,293.1,190.52,102.58
ORD-2026-1416,2026-02-22,CUST-131,Standing Desk,Furniture,West,1,291.37,0.1,262.23,189.39,72.84
ORD-2026-1417,2026-03-01,CUST-168,Binder Clip Pack,Office Supplies,West,12,26.87,0.05,306.37,209.62,96.75
ORD-2026-1418,2026-05-02,CUST-226,Smartphone,Electronics,North,5,288.74,0.35,938.39,1039.45,-101.06
ORD-2026-1419,2026-05-16,CUST-180,Smartphone,Electronics,East,1,516.78,0.25,387.58,372.08,15.5
ORD-2026-1420,2026-05-23,CUST-208,Smartphone,Electronics,East,2,253.88,0.15,431.59,365.58,66.01
ORD-2026-1421,2026-05-23,CUST-255,Desk Organizer,Office Supplies,North,12,21.91,0.0,262.89,170.88,92.01
ORD-2026-1422,2026-01-17,CUST-112,Desk Organizer,Office Supplies,East,2,48.02,0.0,96.04,62.43,33.61
ORD-2026-1423,2026-03-30,CUST-248,Notebook,Office Supplies,East,12,33.78,0.0,405.41,263.52,141.89
ORD-2026-1424,2026-01-11,CUST-207,Smartphone,Electronics,South,1,642.1,0.0,642.1,462.31,179.79
ORD-2026-1425,2026-04-09,CUST-281,Bookshelf,Furniture,East,1,183.03,0.0,183.03,118.97,64.06
ORD-2026-1426,2026-03-21,CUST-239,Desk Organizer,Office Supplies,North,10,32.45,0.0,324.52,210.94,113.58
ORD-2026-1427,2026-06-09,CUST-164,Standing Desk,Furniture,West,3,149.98,0.0,449.94,292.46,157.48
ORD-2026-1428,2026-03-05,CUST-259,Standing Desk,Furniture,South,3,357.78,0.1,966.01,697.68,268.33
ORD-2026-1429,2026-01-22,CUST-201,Ergonomic Chair,Furniture,East,2,423.78,0.0,847.57,550.92,296.65
ORD-2026-1430,2026-01-26,CUST-238,Smartwatch,Electronics,South,1,220.04,0.0,220.04,158.43,61.61
ORD-2026-1431,2026-05-18,CUST-116,Smartphone,Electronics,West,3,561.12,0.25,1262.52,1212.02,50.5
ORD-2026-1432,2026-04-22,CUST-167,Desk Lamp,Furniture,South,3,393.8,0.1,1063.26,767.91,295.35
ORD-2026-1433,2026-01-19,CUST-204,Smartphone,Electronics,North,4,920.69,0.05,3498.61,2651.58,847.03
ORD-2026-1434,2026-01-16,CUST-283,Smartwatch,Electronics,West,3,399.5,0.0,1198.51,862.93,335.58
ORD-2026-1435,2026-05-07,CUST-299,Ergonomic Chair,Furniture,North,1,446.93,0.15,379.89,290.5,89.39
ORD-2026-1436,2026-01-14,CUST-283,Pen Set,Office Supplies,West,10,13.09,0.0,130.9,85.09,45.81
ORD-2026-1437,2026-05-28,CUST-251,Desk Lamp,Furniture,South,3,246.05,0.1,664.33,479.79,184.54
ORD-2026-1438,2026-05-08,CUST-251,Standing Desk,Furniture,West,2,319.58,0.0,639.16,415.45,223.71
ORD-2026-1439,2026-01-15,CUST-280,Pen Set,Office Supplies,West,4,49.21,0.0,196.84,127.95,68.89
ORD-2026-1440,2026-01-16,CUST-231,Wireless Headphones,Electronics,South,4,857.67,0.05,3259.15,2470.09,789.06
ORD-2026-1441,2026-06-27,CUST-221,Wireless Headphones,Electronics,North,2,411.68,0.15,699.86,592.82,107.04
ORD-2026-1442,2026-03-09,CUST-215,Desk Lamp,Furniture,West,2,124.36,0.0,248.72,161.67,87.05
ORD-2026-1443,2026-03-08,CUST-220,Wireless Headphones,Electronics,West,1,259.67,0.0,259.67,186.96,72.71
ORD-2026-1444,2026-05-27,CUST-248,Laptop,Electronics,West,4,348.64,0.25,1045.9,1004.07,41.83
ORD-2026-1445,2026-06-20,CUST-188,Pen Set,Office Supplies,South,9,44.98,0.0,404.86,263.16,141.7
ORD-2026-1446,2026-06-27,CUST-280,Desk Organizer,Office Supplies,West,6,50.05,0.0,300.29,195.19,105.1
ORD-2026-1447,2026-05-16,CUST-101,Desk Lamp,Furniture,North,1,296.48,0.0,296.48,192.71,103.77
ORD-2026-1448,2026-03-09,CUST-222,Desk Lamp,Furniture,East,3,399.48,0.0,1198.45,778.99,419.46
ORD-2026-1449,2026-01-16,CUST-202,Desk Lamp,Furniture,West,2,382.93,0.1,689.28,497.82,191.46
ORD-2026-1450,2026-05-20,CUST-228,Notebook,Office Supplies,North,5,17.22,0.0,86.08,55.95,30.13
ORD-2026-1451,2026-04-11,CUST-281,Desk Lamp,Furniture,West,1,292.54,0.1,263.29,190.15,73.14
ORD-2026-1452,2026-03-18,CUST-289,Binder Clip Pack,Office Supplies,West,14,33.87,0.0,474.15,308.2,165.95
ORD-2026-1453,2026-06-13,CUST-177,Notebook,Office Supplies,East,7,17.8,0.0,124.61,81.0,43.61
ORD-2026-1454,2026-01-21,CUST-126,Binder Clip Pack,Office Supplies,North,14,29.05,0.0,406.69,264.35,142.34
ORD-2026-1455,2026-03-30,CUST-157,Binder Clip Pack,Office Supplies,South,7,56.63,0.0,396.39,257.65,138.74
ORD-2026-1456,2026-01-03,CUST-297,Ergonomic Chair,Furniture,East,2,426.73,0.0,853.46,554.75,298.71
ORD-2026-1457,2026-03-26,CUST-234,Standing Desk,Furniture,West,2,288.01,0.15,489.62,374.41,115.21
ORD-2026-1458,2026-01-11,CUST-180,Bookshelf,Furniture,South,3,366.22,0.1,988.8,714.14,274.66
ORD-2026-1459,2026-01-22,CUST-170,Desk Lamp,Furniture,East,1,229.19,0.0,229.19,148.97,80.22
